,State,Year,Month,Residential_MkWh,Industrial_MkWh,Commercial_MkWh,Value,Anomaly
9927,OR,2011,4,1594628.0,975470.0,1235257.0,46.1,-2.0
9928,OR,2011,5,1435563.0,962412.0,1240107.0,46.1,-2.0
9929,OR,2011,6,1278933.0,1009587.0,1257139.0,46.1,-2.0
9930,OR,2011,7,1307822.0,1105773.0,1335969.0,45.8,-2.3
9931,OR,2011,8,1410595.0,1140371.0,1454415.0,46.1,-2.0
9932,OR,2011,9,1303176.0,1038575.0,1339895.0,46.4,-1.7
9933,OR,2011,10,1298094.0,1005265.0,1273323.0,46.3,-1.8
9934,OR,2011,11,1692292.0,928929.0,1289624.0,46.3,-1.8
9935,OR,2011,12,2171477.0,955085.0,1383955.0,46.3,-1.8
9936,OR,2012,1,2134647.0,926392.0,1324063.0,46.3,-1.7
9937,OR,2012,2,1830086.0,905315.0,1276837.0,46.5,-1.6
9938,OR,2012,3,1844311.0,981351.0,1331930.0,46.5,-1.6
9939,OR,2012,4,1499891.0,943376.0,1216247.0,47.1,-1.0
9940,OR,2012,5,1317302.0,1015647.0,1291893.0,47.4,-0.7
9941,OR,2012,6,1261147.0,1035699.0,1270055.0,47.5,-0.6
9942,OR,2012,7,1414289.0,1103673.0,1391402.0,47.8,-0.3
9943,OR,2012,8,1451400.0,1133170.0,1462189.0,47.9,-0.2
9944,OR,2012,9,1209194.0,1027308.0,1294484.0,47.8,-0.3
9945,OR,2012,10,1287192.0,1042801.0,1329434.0,47.8,-0.3
9946,OR,2012,11,1589069.0,953635.0,1266736.0,48.1,0.0
9947,OR,2012,12,2016130.0,937211.0,1348544.0,48.0,-0.1
9948,OR,2013,1,2297475.0,977687.0,1406304.0,47.6,-0.4
9949,OR,2013,2,1805407.0,890018.0,1242956.0,47.7,-0.4
9950,OR,2013,3,1706974.0,973284.0,1310363.0,47.9,-0.2
9951,OR,2013,4,1438374.0,988231.0,1260137.0,47.8,-0.3
9952,OR,2013,5,1303514.0,1019784.0,1316459.0,47.9,-0.2
9953,OR,2013,6,1228205.0,1063462.0,1279690.0,48.2,0.1
9954,OR,2013,7,1495851.0,1104057.0,1446767.0,48.5,0.4
9955,OR,2013,8,1343172.0,1183986.0,1427488.0,48.4,0.3
9956,OR,2013,9,1241415.0,1036207.0,1327381.0,48.1,0.0
9957,OR,2013,10,1448009.0,1048606.0,1320293.0,47.9,-0.2
9958,OR,2013,11,1609352.0,979972.0,1321154.0,47.8,-0.3
9959,OR,2013,12,2410813.0,944298.0,1421364.0,47.6,-0.5
9960,OR,2014,1,2159671.0,982648.0,1385020.0,48.2,0.2
9961,OR,2014,2,1911439.0,954221.0,1316113.0,48.2,0.1
9962,OR,2014,3,1631249.0,983369.0,1308407.0,48.3,0.2
9963,OR,2014,4,1412243.0,1012637.0,1247178.0,48.4,0.3
9964,OR,2014,5,1286535.0,1051591.0,1266317.0,48.5,0.4
9965,OR,2014,6,1180997.0,1107362.0,1305319.0,48.4,0.3
9966,OR,2014,7,1477296.0,1203533.0,1481951.0,48.4,0.3
9967,OR,2014,8,1453921.0,1201770.0,1392617.0,48.4,0.3
9968,OR,2014,9,1274091.0,1083577.0,1326709.0,48.6,0.5
9969,OR,2014,10,1223131.0,1063165.0,1334792.0,49.2,1.1
9970,OR,2014,11,1601107.0,1020688.0,1307896.0,49.1,1.0
9971,OR,2014,12,2005934.0,989915.0,1367101.0,49.6,1.5
9972,OR,2015,1,1990249.0,1025895.0,1339059.0,49.7,1.7
9973,OR,2015,2,1547835.0,958095.0,1213717.0,50.3,2.2
9974,OR,2015,3,1542666.0,1066770.0,1297562.0,50.6,2.5
9975,OR,2015,4,1403139.0,1043956.0,1263098.0,50.5,2.4
9976,OR,2015,5,1227724.0,1118800.0,1264272.0,50.5,2.4
9977,OR,2015,6,1362050.0,1167756.0,1433818.0,51.2,3.1
9978,OR,2015,7,1570622.0,1190474.0,1434248.0,50.9,2.8
9979,OR,2015,8,1447975.0,1210487.0,1462584.0,51.0,2.9
9980,OR,2015,9,1204222.0,1107130.0,1280340.0,50.7,2.6
9981,OR,2015,10,1279169.0,1069005.0,1328164.0,50.9,2.8
9982,OR,2015,11,1609594.0,1006509.0,1368111.0,50.7,2.6
9983,OR,2015,12,2083763.0,984900.0,1336094.0,50.4,2.3
9984,OR,2016,1,2115383.0,971584.0,1387104.0,49.9,1.9
9985,OR,2016,2,1664160.0,959906.0,1279219.0,49.8,1.7
9986,OR,2016,3,1653215.0,989687.0,1324002.0,49.4,1.3
9987,OR,2016,4,1312001.0,980236.0,1214070.0,49.9,1.8
9988,OR,2016,5,1281165.0,1053638.0,1285152.0,49.9,1.8
9989,OR,2016,6,1326740.0,1136217.0,1361064.0,49.4,1.3
9990,OR,2016,7,1375548.0,1196465.0,1377809.0,49.2,1.1
9991,OR,2016,8,1507509.0,1235504.0,1460754.0,49.2,1.1
9992,OR,2016,9,1228460.0,1065847.0,1230580.0,49.1,1.0
9993,OR,2016,10,1338265.0,1050326.0,1356242.0,48.6,0.5
9994,OR,2016,11,1474200.0,1001451.0,1300682.0,49.2,1.1
9995,OR,2016,12,2296598.0,1050755.0,1483800.0,48.8,0.7
9996,OR,2017,1,2545624.0,1035456.0,1442789.0,48.2,0.2
9997,OR,2017,2,1863332.0,1014609.0,1309307.0,47.8,-0.3
9998,OR,2017,3,1775936.0,1056139.0,1355489.0,47.8,-0.3
9999,OR,2017,4,1464170.0,1075515.0,1282171.0,47.2,-0.9
10000,OR,2017,5,1384237.0,1155797.0,1306237.0,47.2,-0.9
10001,OR,2017,6,1323479.0,1199157.0,1358820.0,47.1,-1.0
10002,OR,2017,7,1516622.0,1267742.0,1475485.0,47.5,-0.6
10003,OR,2017,8,1594874.0,1271153.0,1526877.0,47.8,-0.3
10004,OR,2017,9,1346718.0,1105427.0,1350501.0,48.0,-0.1
10005,OR,2017,10,1336606.0,1113810.0,1340139.0,47.9,-0.2
10006,OR,2017,11,1677842.0,1037237.0,1355734.0,47.6,-0.5
10007,OR,2017,12,2236491.0,1049769.0,1467205.0,48.0,-0.1
10008,OR,2018,1,2055761.0,1044666.0,1325948.0,48.9,0.9
10009,OR,2018,2,1780792.0,1073405.0,1381497.0,48.8,0.7
10010,OR,2018,3,1797434.0,1081474.0,1306223.0,48.5,0.4
10011,OR,2018,4,1496522.0,1089684.0,1318866.0,48.7,0.6
10012,OR,2018,5,1300572.0,1165595.0,1259204.0,48.9,0.8
10013,OR,2018,6,1261354.0,1173273.0,1400932.0,48.8,0.7
10014,OR,2018,7,1523265.0,1356346.0,1530499.0,48.8,0.7
10015,OR,2018,8,1503870.0,1365767.0,1497679.0,48.5,0.4
10016,OR,2018,9,1196693.0,1183625.0,1335136.0,48.3,0.2
10017,OR,2018,10,1287901.0,1178127.0,1402229.0,48.5,0.4
10018,OR,2018,11,1637339.0,1097352.0,1311518.0,48.5,0.4
10019,OR,2018,12,2089081.0,1111895.0,1400299.0,48.4,0.3
10020,OR,2019,1,2079520.0,1011746.0,1386779.0,48.3,0.3
10021,OR,2019,2,2007443.0,883648.0,1397872.0,47.9,-0.2
10022,OR,2019,3,1900909.0,914090.0,1351565.0,47.8,-0.3
10023,OR,2019,4,1369230.0,982427.0,1296441.0,47.9,-0.2
10024,OR,2019,5,1268882.0,978370.0,1337172.0,47.7,-0.4
10025,OR,2019,6,1272509.0,1055119.0,1325883.0,47.7,-0.4
10026,OR,2019,7,1415807.0,1133586.0,1428064.0,47.4,-0.7
10027,OR,2019,8,1477360.0,1147152.0,1470541.0,47.4,-0.7
10028,OR,2019,9,1270390.0,982606.0,1338449.0,47.4,-0.7
10029,OR,2019,10,1463419.0,1051917.0,1358833.0,46.9,-1.2
10030,OR,2019,11,1728366.0,927514.0,1345684.0,47.0,-1.1
10031,OR,2019,12,2111139.0,1006775.0,1379669.0,47.1,-1.0
10032,OR,2020,1,1989000.0,1278000.0,1407000.0,47.1,-0.9
10033,OR,2020,2,1797000.0,1235000.0,1385000.0,47.7,-0.4
10034,OR,2020,3,1813000.0,1281000.0,1338000.0,47.8,-0.3
10035,OR,2020,4,1478000.0,1237000.0,1136000.0,47.8,-0.3
10036,OR,2020,5,1368000.0,1265000.0,1167000.0,47.8,-0.3
10037,OR,2020,6,1353000.0,1296000.0,1202000.0,47.7,-0.4
10038,OR,2020,7,1574000.0,1421000.0,1403000.0,47.8,-0.3
10039,OR,2020,8,1570000.0,1493000.0,1408000.0,47.8,-0.3
10040,OR,2020,9,1349000.0,1306000.0,1293000.0,48.3,0.2
10041,OR,2020,10,1406000.0,1290000.0,1301000.0,49.0,0.9
10042,OR,2020,11,1772000.0,1244000.0,1309000.0,48.8,0.7
10043,OR,2020,12,2159000.0,1270000.0,1399000.0,48.8,0.7
10044,OR,2021,1,2065136.7,1342304.7,1373864.6,48.8,0.8
10045,OR,2021,2,1940372.7,1282375.9,1279450.2,48.6,0.5
10046,OR,2021,3,1882690.0,1374646.9,1369326.1,48.7,0.6
10047,OR,2021,4,1468010.1,1374573.9,1281287.9,48.7,0.6
10048,OR,2021,5,1345184.7,1483060.9,1321920.1,48.6,0.5
10049,OR,2021,6,1601080.9,1511801.0,1425331.8,49.2,1.1
10050,OR,2021,7,1699311.0,1634415.0,1482645.3,49.7,1.6
10051,OR,2021,8,1650689.1,1611145.1,1488935.9,49.6,1.5
10052,OR,2021,9,1332221.8,1459426.4,1340687.9,49.4,1.3
10053,OR,2021,10,1428370.3,1400997.7,1301547.7,49.0,0.9
10054,OR,2021,11,1637827.1,1340734.9,1336176.8,49.3,1.2
10055,OR,2021,12,2234451.7,1503025.7,1507580.7,49.2,1.1
10056,OR,2022,1,2251491.3,1491963.0,1447490.2,49.2,1.2
10057,OR,2022,2,1913317.3,1465300.8,1221545.8,49.4,1.3
10058,OR,2022,3,1796392.1,1544876.4,1322944.0,49.6,1.5
10059,OR,2022,4,1623762.9,1488795.4,1325835.1,49.1,1.0
10060,OR,2022,5,1430982.8,1554772.7,1312101.4,48.8,0.7
10061,OR,2022,6,1354857.3,1601149.9,1310925.3,48.2,0.1
10062,OR,2022,7,1698371.8,1711585.5,1513613.8,48.0,-0.1
10063,OR,2022,8,1721754.5,1834659.2,1549934.2,48.4,0.3
10064,OR,2022,9,1345164.2,1568095.1,1378590.9,48.6,0.5
10065,OR,2022,10,1327913.3,1567366.9,1366968.3,49.1,1.0
10066,OR,2022,11,1914504.7,1569144.1,1437733.8,48.5,0.4
10067,OR,2022,12,2347386.9,1526013.1,1466893.2,48.3,0.2
10068,OR,2023,1,2201034.2,1149137.8,1997284.4,48.1,0.1
10069,OR,2023,2,2001162.8,1071369.4,1812401.4,47.8,-0.3
10070,OR,2023,3,2045483.9,1170445.6,1957808.2,47.1,-1.0
10071,OR,2023,4,1628355.8,1144550.7,1821954.3,47.3,-0.8
10072,OR,2023,5,1404792.4,1207272.0,1858279.5,47.9,-0.2
10073,OR,2023,6,1372562.0,1240790.5,1876488.2,47.9,-0.2
10074,OR,2023,7,1688353.0,1309017.9,2045762.6,47.9,-0.2
10075,OR,2023,8,1701851.1,1325440.9,2105395.6,47.7,-0.4
10076,OR,2023,9,1285319.3,1246360.2,1860854.1,47.3,-0.8
10077,OR,2023,10,1385041.4,1182551.0,1897983.2,47.0,-1.1
10078,OR,2023,11,1720818.3,1206433.2,1869227.1,47.5,-0.6
10079,OR,2023,12,2009769.6,1180281.8,1980698.5,48.0,-0.1
10080,PA,2000,1,4532388.0,3208171.0,3305503.0,49.9,0.1
10081,PA,2000,2,4225360.0,3649005.0,3613868.0,49.9,0.0
10082,PA,2000,3,3601031.0,3810487.0,3951294.0,50.6,0.7
10083,PA,2000,4,3133426.0,4081864.0,3566465.0,50.5,0.6
10084,PA,2000,5,3182308.0,4314118.0,3701753.0,50.5,0.6
10085,PA,2000,6,3670709.0,4173737.0,3475938.0,50.5,0.6
10086,PA,2000,7,4070925.0,3753279.0,3571900.0,49.9,0.0
10087,PA,2000,8,4037030.0,3858216.0,3546612.0,49.8,-0.1
10088,PA,2000,9,3521075.0,3773756.0,3480598.0,49.7,-0.2
10089,PA,2000,10,3101136.0,3618126.0,3220777.0,49.9,0.0
10090,PA,2000,11,3400809.0,3577475.0,3183220.0,49.3,-0.6
10091,PA,2000,12,4531598.0,3630349.0,3384275.0,48.5,-1.4
10092,PA,2001,1,5112702.0,3792552.0,3646730.0,48.5,-1.3
10093,PA,2001,2,4133944.0,4247326.0,3332342.0,48.5,-1.4
10094,PA,2001,3,4124787.0,3971608.0,3266838.0,47.8,-2.1
10095,PA,2001,4,3503667.0,3706880.0,3107563.0,47.9,-2.0
10096,PA,2001,5,3030812.0,4004392.0,3173715.0,47.8,-2.1
10097,PA,2001,6,3489225.0,4097652.0,3359054.0,47.8,-2.1
10098,PA,2001,7,3961300.0,4015391.0,3649615.0,47.8,-2.1
10099,PA,2001,8,4525240.0,4176742.0,3742557.0,48.2,-1.7
10100,PA,2001,9,3589393.0,3932048.0,3558170.0,48.2,-1.7
10101,PA,2001,10,3205000.0,3944997.0,3254487.0,48.1,-1.8
10102,PA,2001,11,3333145.0,3837788.0,3172370.0,48.8,-1.1
10103,PA,2001,12,4020775.0,3655944.0,3289230.0,49.9,0.0
10104,PA,2002,1,4688127.0,3804474.0,3543979.0,50.5,0.7
10105,PA,2002,2,3757510.0,3691193.0,3107918.0,50.7,0.8
10106,PA,2002,3,3906719.0,3783452.0,3347088.0,51.1,1.2
10107,PA,2002,4,3476608.0,3973158.0,3233671.0,51.2,1.3
10108,PA,2002,5,3140572.0,4050966.0,3295359.0,50.9,1.0
10109,PA,2002,6,3845447.0,4245656.0,3633068.0,51.0,1.1
10110,PA,2002,7,4865361.0,4175158.0,4001866.0,51.4,1.5
10111,PA,2002,8,4921646.0,4005488.0,3981727.0,51.4,1.5
10112,PA,2002,9,4081602.0,3701734.0,3899299.0,51.8,1.9
10113,PA,2002,10,3548239.0,4142768.0,3543163.0,51.6,1.7
10114,PA,2002,11,3689751.0,3760717.0,3394312.0,51.0,1.1
10115,PA,2002,12,4808375.0,3754786.0,3650427.0,50.3,0.4
10116,PA,2003,1,5471956.0,3830501.0,3794219.0,49.3,-0.5
10117,PA,2003,2,4684871.0,3733432.0,3517229.0,48.4,-1.5
10118,PA,2003,3,4420923.0,3712150.0,3615682.0,48.3,-1.6
10119,PA,2003,4,3641874.0,3825086.0,3323613.0,48.2,-1.7
10120,PA,2003,5,3230896.0,3836990.0,3367256.0,48.3,-1.6
10121,PA,2003,6,3463160.0,3996391.0,3477903.0,47.9,-2.0
10122,PA,2003,7,4563349.0,4086939.0,3928931.0,47.7,-2.2
10123,PA,2003,8,4748340.0,4330484.0,4037095.0,47.6,-2.3
10124,PA,2003,9,3658692.0,3749571.0,3631409.0,47.4,-2.5
10125,PA,2003,10,3378449.0,4026300.0,3489261.0,47.3,-2.6
10126,PA,2003,11,3531229.0,3877584.0,3313903.0,47.7,-2.2
10127,PA,2003,12,4857263.0,3768011.0,3721326.0,48.0,-1.9
10128,PA,2004,1,5578292.0,3949418.0,3872386.0,47.9,-1.9
10129,PA,2004,2,4741447.0,3612173.0,3594212.0,48.2,-1.7
10130,PA,2004,3,4307993.0,3965644.0,3597396.0,48.4,-1.5
10131,PA,2004,4,3651031.0,3780294.0,3368847.0,48.4,-1.5
10132,PA,2004,5,3523884.0,4108442.0,3746693.0,49.0,-0.9
10133,PA,2004,6,3835701.0,4138525.0,3756975.0,49.1,-0.8
10134,PA,2004,7,4567927.0,4086962.0,3968822.0,49.1,-0.8
10135,PA,2004,8,4548289.0,4255086.0,3981939.0,48.8,-1.1
10136,PA,2004,9,3884395.0,3910653.0,3805441.0,49.0,-0.9
10137,PA,2004,10,3444362.0,4010134.0,3598171.0,49.2,-0.7
10138,PA,2004,11,3698054.0,3876117.0,3317732.0,49.1,-0.8
10139,PA,2004,12,4882015.0,3965767.0,3746820.0,49.1,-0.8
10140,PA,2005,1,5383880.0,3902805.0,3882034.0,49.6,-0.2
10141,PA,2005,2,4675217.0,3793007.0,3654628.0,49.9,0.0
10142,PA,2005,3,4768069.0,4018191.0,3866468.0,49.3,-0.6
10143,PA,2005,4,3672845.0,3753757.0,3390394.0,49.4,-0.5
10144,PA,2005,5,3285861.0,3880088.0,3460468.0,48.6,-1.3
10145,PA,2005,6,4188480.0,4180245.0,4045602.0,49.0,-0.9
10146,PA,2005,7,5308413.0,4148484.0,4311963.0,49.3,-0.6
10147,PA,2005,8,5490312.0,4266193.0,4350476.0,49.6,-0.3
10148,PA,2005,9,4180648.0,4124531.0,3986130.0,49.7,-0.2
10149,PA,2005,10,3664282.0,4005492.0,3732978.0,49.9,0.0
10150,PA,2005,11,3894707.0,4019358.0,3299872.0,49.9,0.0
10151,PA,2005,12,5148763.0,3857918.0,3800805.0,49.5,-0.4
10152,PA,2006,1,5167143.0,3891312.0,3820090.0,50.2,0.4
10153,PA,2006,2,4549426.0,3760032.0,3533885.0,50.2,0.3
10154,PA,2006,3,4591947.0,4040165.0,3811765.0,50.6,0.7
10155,PA,2006,4,3557642.0,3773875.0,3416213.0,50.7,0.8
10156,PA,2006,5,3350784.0,4078342.0,3628733.0,51.0,1.1
10157,PA,2006,6,3961045.0,4141690.0,3885456.0,50.7,0.8
10158,PA,2006,7,5239036.0,4182875.0,4295190.0,50.6,0.7
10159,PA,2006,8,5282943.0,4340522.0,4330546.0,50.5,0.6
10160,PA,2006,9,3768774.0,4038890.0,3866991.0,50.1,0.2
10161,PA,2006,10,3518469.0,4146239.0,3608766.0,49.8,-0.1
10162,PA,2006,11,3861181.0,3610566.0,3663620.0,49.9,0.0
10163,PA,2006,12,4941726.0,3915881.0,3762314.0,50.8,0.9
10164,PA,2007,1,5089993.0,3904640.0,3899163.0,50.4,0.6
10165,PA,2007,2,5230002.0,3793202.0,3830968.0,49.6,-0.3
10166,PA,2007,3,4986282.0,4084990.0,3978005.0,49.7,-0.2
10167,PA,2007,4,4060177.0,3886959.0,3619891.0,49.2,-0.7
10168,PA,2007,5,3646473.0,4039931.0,3785090.0,49.4,-0.5
10169,PA,2007,6,4219907.0,4178213.0,4080706.0,49.6,-0.3
10170,PA,2007,7,4895157.0,4046032.0,4258734.0,49.3,-0.6
10171,PA,2007,8,5197894.0,4360585.0,4386594.0,49.3,-0.6
10172,PA,2007,9,4323431.0,4032696.0,4123899.0,49.6,-0.3
10173,PA,2007,10,3761247.0,4179846.0,3918495.0,50.4,0.5
10174,PA,2007,11,3978520.0,4054525.0,3688100.0,50.0,0.1
10175,PA,2007,12,5197737.0,4017548.0,3961721.0,49.5,-0.4
10176,PA,2008,1,5602587.0,4049619.0,4068731.0,49.3,-0.5
10177,PA,2008,2,5075246.0,3859560.0,3859387.0,50.0,0.1
10178,PA,2008,3,4887104.0,4000331.0,3968365.0,49.8,-0.1
10179,PA,2008,4,3842298.0,3985326.0,3613782.0,50.3,0.4
10180,PA,2008,5,3392628.0,4087217.0,3685578.0,49.8,-0.1
10181,PA,2008,6,4376192.0,4257731.0,4104205.0,49.9,0.0
10182,PA,2008,7,5183090.0,4148920.0,4413450.0,50.1,0.2
10183,PA,2008,8,4637881.0,4039678.0,4123638.0,49.8,-0.1
10184,PA,2008,9,4019424.0,4196351.0,4070034.0,49.7,-0.2
10185,PA,2008,10,3538256.0,3945620.0,3771946.0,49.0,-0.9
10186,PA,2008,11,4129117.0,3845935.0,3680627.0,48.9,-1.0
10187,PA,2008,12,5375940.0,3714534.0,3987207.0,48.9,-1.0
10188,PA,2009,1,6178066.0,3740801.0,4264493.0,48.1,-1.7
10189,PA,2009,2,5137281.0,3263283.0,3777862.0,48.3,-1.6
10190,PA,2009,3,4694552.0,3777074.0,3827058.0,48.5,-1.4
10191,PA,2009,4,3929917.0,3464446.0,3646581.0,48.3,-1.6
10192,PA,2009,5,3520265.0,3617846.0,3692211.0,48.7,-1.2
10193,PA,2009,6,3797018.0,3577954.0,3858328.0,48.4,-1.5
10194,PA,2009,7,4333037.0,3785176.0,4070197.0,48.0,-1.9
10195,PA,2009,8,4890466.0,3967053.0,4270821.0,48.3,-1.6
10196,PA,2009,9,3762304.0,3592918.0,3867209.0,48.1,-1.8
10197,PA,2009,10,3638693.0,3708080.0,3686534.0,48.1,-1.8
10198,PA,2009,11,3861065.0,3506732.0,3533168.0,48.6,-1.3
10199,PA,2009,12,5163331.0,3550381.0,3916699.0,48.4,-1.5
10200,PA,2010,1,5892241.0,3647763.0,4154259.0,48.9,-0.9
10201,PA,2010,2,5252750.0,3427403.0,3723555.0,48.6,-1.3
10202,PA,2010,3,4523840.0,3811675.0,3879428.0,48.9,-1.0
10203,PA,2010,4,3526158.0,3797153.0,3560570.0,49.1,-0.8
10204,PA,2010,5,3627411.0,3825550.0,3775827.0,49.3,-0.6
10205,PA,2010,6,4596625.0,3928879.0,4233058.0,49.7,-0.2
10206,PA,2010,7,5573435.0,4068122.0,4464279.0,50.2,0.3
10207,PA,2010,8,5294941.0,3948178.0,4295396.0,50.3,0.4
10208,PA,2010,9,4174056.0,3834068.0,4118733.0,50.5,0.6
10209,PA,2010,10,3518367.0,3736950.0,3650438.0,50.7,0.8
10210,PA,2010,11,3911469.0,3556533.0,3546203.0,50.4,0.5
10211,PA,2010,12,5361543.0,3875353.0,3964620.0,50.1,0.2
10212,PA,2011,1,6157020.0,4553689.0,3918755.0,49.8,0.0
10213,PA,2011,2,5287764.0,4089420.0,3570485.0,50.1,0.2
10214,PA,2011,3,4681365.0,4082990.0,3533938.0,49.6,-0.3
10215,PA,2011,4,3896073.0,3898918.0,3302330.0,49.4,-0.5
10216,PA,2011,5,3602882.0,4047024.0,3429511.0,49.4,-0.5
10217,PA,2011,6,4234934.0,4240440.0,3821914.0,49.3,-0.6
10218,PA,2011,7,5398780.0,4172068.0,4047141.0,49.4,-0.5
10219,PA,2011,8,5263950.0,4256832.0,3999799.0,49.3,-0.6
10220,PA,2011,9,4223857.0,4154328.0,3641513.0,49.3,-0.6
10221,PA,2011,10,3619715.0,4131963.0,3471533.0,49.3,-0.6
10222,PA,2011,11,3735076.0,4005672.0,3232068.0,49.6,-0.3
10223,PA,2011,12,4694216.0,3952100.0,3566851.0,50.4,0.5
10224,PA,2012,1,5433928.0,3938743.0,3690495.0,51.1,1.3
10225,PA,2012,2,4853365.0,3879962.0,3460346.0,51.5,1.6
10226,PA,2012,3,4154080.0,4181957.0,3450518.0,52.5,2.6
10227,PA,2012,4,3511820.0,3785619.0,3227120.0,52.3,2.4
10228,PA,2012,5,3485238.0,4271423.0,3457167.0,52.5,2.6
10229,PA,2012,6,4158453.0,3772948.0,3706391.0,52.4,2.5
10230,PA,2012,7,5392296.0,4251476.0,4043251.0,52.4,2.5
10231,PA,2012,8,5144135.0,4218947.0,3964939.0,52.4,2.5
10232,PA,2012,9,4382671.0,4069022.0,3643293.0,52.2,2.3
10233,PA,2012,10,3571272.0,3994781.0,3444346.0,52.4,2.5
10234,PA,2012,11,3915055.0,3771649.0,3312333.0,51.8,1.9
10235,PA,2012,12,4873745.0,3902330.0,3519570.0,51.8,1.9
10236,PA,2013,1,5514615.0,3851666.0,3689089.0,51.7,1.9
10237,PA,2013,2,5302131.0,3894373.0,3602403.0,51.1,1.2
10238,PA,2013,3,4922892.0,4036401.0,3508115.0,50.0,0.1
10239,PA,2013,4,4093834.0,3820663.0,3347359.0,50.1,0.2
10240,PA,2013,5,3493083.0,4014073.0,3364238.0,49.7,-0.2
10241,PA,2013,6,4142021.0,3993476.0,3656073.0,49.7,-0.2
10242,PA,2013,7,5219958.0,4340007.0,4052194.0,49.6,-0.3
10243,PA,2013,8,4712661.0,4126193.0,3849637.0,49.4,-0.5
10244,PA,2013,9,4069245.0,4025680.0,3626047.0,49.4,-0.5
10245,PA,2013,10,3583690.0,4076004.0,3441143.0,49.5,-0.4
10246,PA,2013,11,3978758.0,3895821.0,3334741.0,49.4,-0.5
10247,PA,2013,12,5218960.0,3968760.0,3673971.0,49.0,-0.9
10248,PA,2014,1,6195288.0,4219891.0,3893811.0,48.2,-1.6
10249,PA,2014,2,5663185.0,3891306.0,3711757.0,47.8,-2.1
10250,PA,2014,3,5315787.0,4032564.0,3679823.0,47.6,-2.3
10251,PA,2014,4,4106660.0,3848496.0,3336837.0,47.5,-2.4
10252,PA,2014,5,3558572.0,4017727.0,3360902.0,47.5,-2.4
10253,PA,2014,6,3912073.0,3970023.0,3650429.0,47.5,-2.4
10254,PA,2014,7,4673738.0,4146243.0,3925532.0,47.2,-2.7
10255,PA,2014,8,4403354.0,4293575.0,3722194.0,47.1,-2.8
10256,PA,2014,9,3970886.0,4045766.0,3665839.0,47.3,-2.6
10257,PA,2014,10,3427433.0,4112137.0,3407384.0,47.2,-2.7
10258,PA,2014,11,3924331.0,3825304.0,3332945.0,47.2,-2.7
10259,PA,2014,12,5044029.0,3914661.0,3660464.0,47.4,-2.5
10260,PA,2015,1,5914088.0,3867483.0,3826451.0,47.7,-2.1
10261,PA,2015,2,5870969.0,3886001.0,3752656.0,47.1,-2.8
10262,PA,2015,3,5409090.0,4163240.0,3774145.0,47.2,-2.7
10263,PA,2015,4,3901744.0,3823321.0,3314953.0,47.3,-2.6
10264,PA,2015,5,3556383.0,3832744.0,3472511.0,47.7,-2.2
10265,PA,2015,6,4163841.0,4050677.0,3610576.0,47.6,-2.3
10266,PA,2015,7,4785854.0,4303143.0,3944241.0,47.7,-2.2
10267,PA,2015,8,4951192.0,4003034.0,3988872.0,47.9,-2.0
10268,PA,2015,9,4497096.0,4097132.0,3803547.0,48.2,-1.7
10269,PA,2015,10,3526271.0,3975946.0,3441053.0,48.0,-1.9
10270,PA,2015,11,3522928.0,3632942.0,3328912.0,48.8,-1.1
10271,PA,2015,12,4319206.0,3768610.0,3487255.0,49.5,-0.4
10272,PA,2016,1,5304062.0,3969750.0,3773133.0,49.7,-0.1
10273,PA,2016,2,5148616.0,3835443.0,3667558.0,50.9,1.0
10274,PA,2016,3,4333269.0,3872730.0,3476863.0,51.9,2.0
10275,PA,2016,4,3646204.0,3695392.0,3210142.0,51.8,1.9
10276,PA,2016,5,3381705.0,3785512.0,3372532.0,51.3,1.4
10277,PA,2016,6,4121783.0,3965426.0,3638979.0,51.3,1.4
10278,PA,2016,7,5223725.0,4150663.0,3923741.0,51.5,1.6
10279,PA,2016,8,5692838.0,4153750.0,4162973.0,51.9,2.0
10280,PA,2016,9,4829301.0,4130734.0,3880834.0,51.9,2.0
10281,PA,2016,10,3537506.0,3963741.0,3485721.0,52.1,2.2
10282,PA,2016,11,3685928.0,3646954.0,3350538.0,51.9,2.0
10283,PA,2016,12,4972195.0,3957838.0,3592419.0,50.9,1.0
10284,PA,2017,1,5466552.0,3956135.0,3744846.0,51.5,1.7
10285,PA,2017,2,4516400.0,3870589.0,3377198.0,52.0,2.1
10286,PA,2017,3,4598716.0,3911209.0,3538676.0,51.3,1.4
10287,PA,2017,4,3646690.0,3903416.0,3288641.0,51.9,2.0
10288,PA,2017,5,3337412.0,3883506.0,3328711.0,51.8,1.9
10289,PA,2017,6,3972368.0,3999446.0,3557541.0,51.8,1.9
10290,PA,2017,7,5031633.0,4175572.0,3978097.0,51.6,1.7
10291,PA,2017,8,4749230.0,4301934.0,3832614.0,51.1,1.2
10292,PA,2017,9,3902876.0,3992387.0,3625277.0,50.9,1.0
10293,PA,2017,10,3640717.0,4026710.0,3455756.0,51.2,1.3
10294,PA,2017,11,3737710.0,3933166.0,3322430.0,50.9,1.0
10295,PA,2017,12,5124193.0,3935047.0,3572780.0,50.6,0.7
10296,PA,2018,1,6317793.0,3982191.0,3934784.0,49.9,0.1
10297,PA,2018,2,4819390.0,3978060.0,3474088.0,49.7,-0.2
10298,PA,2018,3,4703799.0,3989295.0,3531674.0,49.5,-0.4
